Trace Width (Rx L mm),Trace Thickness (Rx L mm),Number of Turns (Rx L),Trace Width (Rx L+C mm),Trace Thickness (Rx L+C mm),Number of Turns (Rx L+C),Gap Between Segments (mm),Center Area Percentage,Capacitor Area Length (mm),Capacitor Area Width (mm),Rx Coil Area Length (mm),Rx Coil Area Width (mm),Tx Coil Area Length (mm),Tx Coil Area Width (mm),Number of Turns per Tx Segment,Mutual Inductance Segment L (H),Mutual Inductance Segment L+C (H),Final Mutual Inductance (H)
0.26,0.38,7,0.26,0.38,7,0.75,0.2,4,7.4,16,29.6,80,148,,1.63E-07,1.63E-07,3.25E-07
0.26,0.38,7,0.26,0.38,7,0.8,0.2,4,7.4,16,29.6,80,148,,1.45E-07,1.45E-07,2.90E-07
0.26,0.38,6,0.26,0.38,6,0.85,0.2,4,7.4,16,29.6,80,148,,2.07E-07,2.07E-07,4.14E-07
0.26,0.38,6,0.26,0.38,6,0.9,0.2,4,7.4,16,29.6,80,148,,1.86E-07,1.86E-07,3.73E-07
0.26,0.38,6,0.26,0.38,6,0.95,0.2,4,7.4,16,29.6,80,148,,1.68E-07,1.68E-07,3.35E-07
0.26,0.42,25,0.26,0.42,25,0.05,0.2,4,7.4,16,29.6,80,148,,1.80E-08,1.80E-08,3.60E-08
0.26,0.42,22,0.26,0.42,22,0.1,0.2,4,7.4,16,29.6,80,148,,2.38E-08,2.38E-08,4.76E-08
0.26,0.42,19,0.26,0.42,19,0.15,0.2,4,7.4,16,29.6,80,148,,3.46E-08,3.46E-08,6.93E-08
0.26,0.42,17,0.26,0.42,17,0.2,0.2,4,7.4,16,29.6,80,148,,4.38E-08,4.38E-08,8.75E-08
0.26,0.42,15,0.26,0.42,15,0.25,0.2,4,7.4,16,29.6,80,148,,5.96E-08,5.96E-08,1.19E-07
0.26,0.42,14,0.26,0.42,14,0.3,0.2,4,7.4,16,29.6,80,148,,6.40E-08,6.40E-08,1.28E-07
0.26,0.42,12,0.26,0.42,12,0.35,0.2,4,7.4,16,29.6,80,148,,9.57E-08,9.57E-08,1.91E-07
0.26,0.42,11,0.26,0.42,11,0.4,0.2,4,7.4,16,29.6,80,148,,1.12E-07,1.12E-07,2.24E-07
0.26,0.42,10,0.26,0.42,10,0.45,0.2,4,7.4,16,29.6,80,148,,1.34E-07,1.34E-07,2.68E-07
0.26,0.42,10,0.26,0.42,10,0.5,0.2,4,7.4,16,29.6,80,148,,1.13E-07,1.13E-07,2.27E-07
0.26,0.42,9,0.26,0.42,9,0.55,0.2,4,7.4,16,29.6,80,148,,1.40E-07,1.40E-07,2.80E-07
0.26,0.42,8,0.26,0.42,8,0.6,0.2,4,7.4,16,29.6,80,148,,1.85E-07,1.85E-07,3.70E-07
0.26,0.42,8,0.26,0.42,8,0.65,0.2,4,7.4,16,29.6,80,148,,1.57E-07,1.57E-07,3.15E-07
0.26,0.42,7,0.26,0.42,7,0.7,0.2,4,7.4,16,29.6,80,148,,2.17E-07,2.17E-07,4.34E-07
0.26,0.42,7,0.26,0.42,7,0.75,0.2,4,7.4,16,29.6,80,148,,1.94E-07,1.94E-07,3.88E-07
0.26,0.42,7,0.26,0.42,7,0.8,0.2,4,7.4,16,29.6,80,148,,1.73E-07,1.73E-07,3.47E-07
0.26,0.42,6,0.26,0.42,6,0.85,0.2,4,7.4,16,29.6,80,148,,2.55E-07,2.55E-07,5.10E-07
0.26,0.42,6,0.26,0.42,6,0.9,0.2,4,7.4,16,29.6,80,148,,2.30E-07,2.30E-07,4.59E-07
0.26,0.42,6,0.26,0.42,6,0.95,0.2,4,7.4,16,29.6,80,148,,2.06E-07,2.06E-07,4.13E-07
0.26,0.46,25,0.26,0.46,25,0.05,0.2,4,7.4,16,29.6,80,148,,1.86E-08,1.86E-08,3.72E-08
0.26,0.46,22,0.26,0.46,22,0.1,0.2,4,7.4,16,29.6,80,148,,2.45E-08,2.45E-08,4.89E-08
0.26,0.46,19,0.26,0.46,19,0.15,0.2,4,7.4,16,29.6,80,148,,3.63E-08,3.63E-08,7.26E-08
0.26,0.46,17,0.26,0.46,17,0.2,0.2,4,7.4,16,29.6,80,148,,4.58E-08,4.58E-08,9.15E-08
0.26,0.46,15,0.26,0.46,15,0.25,0.2,4,7.4,16,29.6,80,148,,6.24E-08,6.24E-08,1.25E-07
0.26,0.46,14,0.26,0.46,14,0.3,0.2,4,7.4,16,29.6,80,148,,6.69E-08,6.69E-08,1.34E-07
0.26,0.46,12,0.26,0.46,12,0.35,0.2,4,7.4,16,29.6,80,148,,1.03E-07,1.03E-07,2.07E-07
0.26,0.46,11,0.26,0.46,11,0.4,0.2,4,7.4,16,29.6,80,148,,1.21E-07,1.21E-07,2.43E-07
0.26,0.46,10,0.26,0.46,10,0.45,0.2,4,7.4,16,29.6,80,148,,1.46E-07,1.46E-07,2.93E-07
0.26,0.46,10,0.26,0.46,10,0.5,0.2,4,7.4,16,29.6,80,148,,1.23E-07,1.23E-07,2.47E-07
0.26,0.46,9,0.26,0.46,9,0.55,0.2,4,7.4,16,29.6,80,148,,1.60E-07,1.60E-07,3.19E-07
0.26,0.46,8,0.26,0.46,8,0.6,0.2,4,7.4,16,29.6,80,148,,2.05E-07,2.05E-07,4.11E-07
0.26,0.46,8,0.26,0.46,8,0.65,0.2,4,7.4,16,29.6,80,148,,1.82E-07,1.82E-07,3.64E-07
0.26,0.46,7,0.26,0.46,7,0.7,0.2,4,7.4,16,29.6,80,148,,2.57E-07,2.57E-07,5.13E-07
0.26,0.46,7,0.26,0.46,7,0.75,0.2,4,7.4,16,29.6,80,148,,2.29E-07,2.29E-07,4.59E-07
0.26,0.46,7,0.26,0.46,7,0.8,0.2,4,7.4,16,29.6,80,148,,2.05E-07,2.05E-07,4.09E-07
0.26,0.46,6,0.26,0.46,6,0.85,0.2,4,7.4,16,29.6,80,148,,3.10E-07,3.10E-07,6.20E-07
0.26,0.46,6,0.26,0.46,6,0.9,0.2,4,7.4,16,29.6,80,148,,2.79E-07,2.79E-07,5.57E-07
0.26,0.46,6,0.26,0.46,6,0.95,0.2,4,7.4,16,29.6,80,148,,2.50E-07,2.50E-07,4.99E-07
0.26,0.5,25,0.26,0.5,25,0.05,0.2,4,7.4,16,29.6,80,148,,1.86E-08,1.86E-08,3.73E-08
0.26,0.5,22,0.26,0.5,22,0.1,0.2,4,7.4,16,29.6,80,148,,2.54E-08,2.54E-08,5.08E-08
0.26,0.5,19,0.26,0.5,19,0.15,0.2,4,7.4,16,29.6,80,148,,3.76E-08,3.76E-08,7.52E-08
0.26,0.5,17,0.26,0.5,17,0.2,0.2,4,7.4,16,29.6,80,148,,4.85E-08,4.85E-08,9.71E-08
0.26,0.5,15,0.26,0.5,15,0.25,0.2,4,7.4,16,29.6,80,148,,6.63E-08,6.63E-08,1.33E-07
0.26,0.5,14,0.26,0.5,14,0.3,0.2,4,7.4,16,29.6,80,148,,7.10E-08,7.10E-08,1.42E-07
0.26,0.5,12,0.26,0.5,12,0.35,0.2,4,7.4,16,29.6,80,148,,1.11E-07,1.11E-07,2.21E-07
0.26,0.5,11,0.26,0.5,11,0.4,0.2,4,7.4,16,29.6,80,148,,1.30E-07,1.30E-07,2.61E-07
0.26,0.5,10,0.26,0.5,10,0.45,0.2,4,7.4,16,29.6,80,148,,1.64E-07,1.64E-07,3.28E-07
0.26,0.5,10,0.26,0.5,10,0.5,0.2,4,7.4,16,29.6,80,148,,1.38E-07,1.38E-07,2.76E-07
0.26,0.5,9,0.26,0.5,9,0.55,0.2,4,7.4,16,29.6,80,148,,1.81E-07,1.81E-07,3.61E-07
0.26,0.5,8,0.26,0.5,8,0.6,0.2,4,7.4,16,29.6,80,148,,2.36E-07,2.36E-07,4.71E-07
0.26,0.5,8,0.26,0.5,8,0.65,0.2,4,7.4,16,29.6,80,148,,2.09E-07,2.09E-07,4.17E-07
0.26,0.5,7,0.26,0.5,7,0.7,0.2,4,7.4,16,29.6,80,148,,3.00E-07,3.00E-07,6.00E-07
0.26,0.5,7,0.26,0.5,7,0.75,0.2,4,7.4,16,29.6,80,148,,2.67E-07,2.67E-07,5.35E-07
0.26,0.5,7,0.26,0.5,7,0.8,0.2,4,7.4,16,29.6,80,148,,2.38E-07,2.38E-07,4.76E-07
0.26,0.5,6,0.26,0.5,6,0.85,0.2,4,7.4,16,29.6,80,148,,3.71E-07,3.71E-07,7.41E-07
0.26,0.5,6,0.26,0.5,6,0.9,0.2,4,7.4,16,29.6,80,148,,3.52E-07,3.52E-07,7.03E-07
0.26,0.5,6,0.26,0.5,6,0.95,0.2,4,7.4,16,29.6,80,148,,3.14E-07,3.14E-07,6.28E-07
0.26,0.54,25,0.26,0.54,25,0.05,0.2,4,7.4,16,29.6,80,148,,1.92E-08,1.92E-08,3.84E-08
0.26,0.54,22,0.26,0.54,22,0.1,0.2,4,7.4,16,29.6,80,148,,2.61E-08,2.61E-08,5.21E-08
0.26,0.54,19,0.26,0.54,19,0.15,0.2,4,7.4,16,29.6,80,148,,3.85E-08,3.85E-08,7.71E-08
0.26,0.54,17,0.26,0.54,17,0.2,0.2,4,7.4,16,29.6,80,148,,4.97E-08,4.97E-08,9.94E-08
0.26,0.54,15,0.26,0.54,15,0.25,0.2,4,7.4,16,29.6,80,148,,6.99E-08,6.99E-08,1.40E-07
0.26,0.54,14,0.26,0.54,14,0.3,0.2,4,7.4,16,29.6,80,148,,7.72E-08,7.72E-08,1.54E-07
0.26,0.54,12,0.26,0.54,12,0.35,0.2,4,7.4,16,29.6,80,148,,1.21E-07,1.21E-07,2.43E-07
0.26,0.54,11,0.26,0.54,11,0.4,0.2,4,7.4,16,29.6,80,148,,1.44E-07,1.44E-07,2.88E-07
0.26,0.54,10,0.26,0.54,10,0.45,0.2,4,7.4,16,29.6,80,148,,1.75E-07,1.75E-07,3.51E-07
0.26,0.54,10,0.26,0.54,10,0.5,0.2,4,7.4,16,29.6,80,148,,1.53E-07,1.53E-07,3.06E-07
0.26,0.54,9,0.26,0.54,9,0.55,0.2,4,7.4,16,29.6,80,148,,2.02E-07,2.02E-07,4.05E-07
0.26,0.54,8,0.26,0.54,8,0.6,0.2,4,7.4,16,29.6,80,148,,2.67E-07,2.67E-07,5.35E-07
0.26,0.54,8,0.26,0.54,8,0.65,0.2,4,7.4,16,29.6,80,148,,2.36E-07,2.36E-07,4.72E-07
0.26,0.54,7,0.26,0.54,7,0.7,0.2,4,7.4,16,29.6,80,148,,3.46E-07,3.46E-07,6.92E-07
0.26,0.54,7,0.26,0.54,7,0.75,0.2,4,7.4,16,29.6,80,148,,3.07E-07,3.07E-07,6.14E-07
0.26,0.54,7,0.26,0.54,7,0.8,0.2,4,7.4,16,29.6,80,148,,2.87E-07,2.87E-07,5.74E-07
0.26,0.54,6,0.26,0.54,6,0.85,0.2,4,7.4,16,29.6,80,148,,4.32E-07,4.32E-07,8.63E-07
0.26,0.54,6,0.26,0.54,6,0.9,0.2,4,7.4,16,29.6,80,148,,3.53E-07,3.53E-07,7.06E-07
0.26,0.54,6,0.26,0.54,6,0.95,0.2,4,7.4,16,29.6,80,148,,2.94E-07,2.94E-07,5.87E-07
0.26,0.58,25,0.26,0.58,25,0.05,0.2,4,7.4,16,29.6,80,148,,1.91E-08,1.91E-08,3.83E-08
0.26,0.58,22,0.26,0.58,22,0.1,0.2,4,7.4,16,29.6,80,148,,2.65E-08,2.65E-08,5.30E-08
0.26,0.58,19,0.26,0.58,19,0.15,0.2,4,7.4,16,29.6,80,148,,4.01E-08,4.01E-08,8.03E-08
0.26,0.58,17,0.26,0.58,17,0.2,0.2,4,7.4,16,29.6,80,148,,5.18E-08,5.18E-08,1.04E-07
0.26,0.58,15,0.26,0.58,15,0.25,0.2,4,7.4,16,29.6,80,148,,7.30E-08,7.30E-08,1.46E-07
0.26,0.58,14,0.26,0.58,14,0.3,0.2,4,7.4,16,29.6,80,148,,8.06E-08,8.06E-08,1.61E-07
0.26,0.58,12,0.26,0.58,12,0.35,0.2,4,7.4,16,29.6,80,148,,1.28E-07,1.28E-07,2.55E-07
0.26,0.58,11,0.26,0.58,11,0.4,0.2,4,7.4,16,29.6,80,148,,1.57E-07,1.57E-07,3.15E-07
0.26,0.58,10,0.26,0.58,10,0.45,0.2,4,7.4,16,29.6,80,148,,1.93E-07,1.93E-07,3.86E-07
0.26,0.58,10,0.26,0.58,10,0.5,0.2,4,7.4,16,29.6,80,148,,1.68E-07,1.68E-07,3.36E-07
0.26,0.58,9,0.26,0.58,9,0.55,0.2,4,7.4,16,29.6,80,148,,2.24E-07,2.24E-07,4.49E-07
0.26,0.58,8,0.26,0.58,8,0.6,0.2,4,7.4,16,29.6,80,148,,3.14E-07,3.14E-07,6.28E-07
0.26,0.58,8,0.26,0.58,8,0.65,0.2,4,7.4,16,29.6,80,148,,2.77E-07,2.77E-07,5.53E-07
0.26,0.58,7,0.26,0.58,7,0.7,0.2,4,7.4,16,29.6,80,148,,3.99E-07,3.99E-07,7.98E-07
0.26,0.58,7,0.26,0.58,7,0.75,0.2,4,7.4,16,29.6,80,148,,3.30E-07,3.30E-07,6.59E-07
0.26,0.58,7,0.26,0.58,7,0.8,0.2,4,7.4,16,29.6,80,148,,2.71E-07,2.71E-07,5.42E-07
0.26,0.58,6,0.26,0.58,6,0.85,0.2,4,7.4,16,29.6,80,148,,3.98E-07,3.98E-07,7.96E-07
0.26,0.58,6,0.26,0.58,6,0.9,0.2,4,7.4,16,29.6,80,148,,3.23E-07,3.23E-07,6.46E-07
0.26,0.58,6,0.26,0.58,6,0.95,0.2,4,7.4,16,29.6,80,148,,2.85E-07,2.85E-07,5.70E-07
0.26,0.62,25,0.26,0.62,25,0.05,0.2,4,7.4,16,29.6,80,148,,1.98E-08,1.98E-08,3.96E-08
0.26,0.62,22,0.26,0.62,22,0.1,0.2,4,7.4,16,29.6,80,148,,2.74E-08,2.74E-08,5.48E-08
0.26,0.62,19,0.26,0.62,19,0.15,0.2,4,7.4,16,29.6,80,148,,4.15E-08,4.15E-08,8.30E-08
0.26,0.62,17,0.26,0.62,17,0.2,0.2,4,7.4,16,29.6,80,148,,5.51E-08,5.51E-08,1.10E-07
0.26,0.62,15,0.26,0.62,15,0.25,0.2,4,7.4,16,29.6,80,148,,7.80E-08,7.80E-08,1.56E-07
0.26,0.62,14,0.26,0.62,14,0.3,0.2,4,7.4,16,29.6,80,148,,8.64E-08,8.64E-08,1.73E-07
