Trace Width (Rx L mm),Trace Thickness (Rx L mm),Number of Turns (Rx L),Trace Width (Rx L+C mm),Trace Thickness (Rx L+C mm),Number of Turns (Rx L+C),Gap Between Segments (mm),Center Area Percentage,Capacitor Area Length (mm),Capacitor Area Width (mm),Rx Coil Area Length (mm),Rx Coil Area Width (mm),Tx Coil Area Length (mm),Tx Coil Area Width (mm),Mutual Inductance Segment L (H),Mutual Inductance Segment L+C (H),Final Mutual Inductance (H)
0.06,0.06,77,0.06,0.06,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.44064845076095e-13,6.44064845076095e-13,1.28812969015219e-12
0.06,0.06,52,0.06,0.06,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.112696653571686e-12,4.112696653571686e-12,8.225393307143372e-12
0.06,0.06,40,0.06,0.06,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3545189457232676e-11,1.3545189457232676e-11,2.7090378914465353e-11
0.06,0.06,32,0.06,0.06,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.597685339385075e-11,3.597685339385075e-11,7.19537067877015e-11
0.06,0.06,27,0.06,0.06,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.275279996059709e-11,7.275279996059709e-11,1.4550559992119418e-10
0.06,0.06,23,0.06,0.06,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3734807333486408e-10,1.3734807333486408e-10,2.7469614666972816e-10
0.06,0.06,20,0.06,0.06,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.311098698604817e-10,2.311098698604817e-10,4.622197397209635e-10
0.06,0.06,18,0.06,0.06,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.3054171869635926e-10,3.3054171869635926e-10,6.610834373927185e-10
0.06,0.06,16,0.06,0.06,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.863665533202842e-10,4.863665533202842e-10,9.727331066405687e-10
0.06,0.06,14,0.06,0.06,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.371261478777942e-10,7.371261478777942e-10,1.4742522957555889e-09
0.06,0.06,13,0.06,0.06,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,8.881452860652117e-10,8.881452860652117e-10,1.7762905721304234e-09
0.06,0.06,12,0.06,0.06,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.0776158689405955e-09,1.0776158689405955e-09,2.155231737881191e-09
0.06,0.06,11,0.06,0.06,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.315941093897772e-09,1.315941093897772e-09,2.631882187795544e-09
0.06,0.06,10,0.06,0.06,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.6157174227294406e-09,1.6157174227294406e-09,3.231434845458881e-09
0.06,0.06,10,0.06,0.06,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.5138857556073946e-09,1.5138857556073946e-09,3.0277715112147893e-09
0.06,0.06,9,0.06,0.06,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.8668399189864533e-09,1.8668399189864533e-09,3.733679837972907e-09
0.06,0.06,8,0.06,0.06,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.305769259128308e-09,2.305769259128308e-09,4.611538518256616e-09
0.06,0.06,8,0.06,0.06,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.1623809451554786e-09,2.1623809451554786e-09,4.324761890310957e-09
0.06,0.06,7,0.06,0.06,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.6686877315919685e-09,2.6686877315919685e-09,5.337375463183937e-09
0.06,0.1,77,0.06,0.1,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.681808507600157e-12,1.681808507600157e-12,3.363617015200314e-12
0.06,0.1,52,0.06,0.1,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.0751140866130524e-11,1.0751140866130524e-11,2.150228173226105e-11
0.06,0.1,40,0.06,0.1,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.546910616186794e-11,3.546910616186794e-11,7.093821232373588e-11
0.06,0.1,32,0.06,0.1,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.445371081832052e-11,9.445371081832052e-11,1.8890742163664103e-10
0.06,0.1,27,0.06,0.1,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.9163339723803898e-10,1.9163339723803898e-10,3.8326679447607797e-10
0.06,0.1,23,0.06,0.1,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.634029970228175e-10,3.634029970228175e-10,7.26805994045635e-10
0.06,0.1,20,0.06,0.1,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.148512595404064e-10,6.148512595404064e-10,1.2297025190808128e-09
0.06,0.1,18,0.06,0.1,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,8.844537677029148e-10,8.844537677029148e-10,1.7689075354058296e-09
0.06,0.1,16,0.06,0.1,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3113672968105146e-09,1.3113672968105146e-09,2.622734593621029e-09
0.06,0.1,14,0.06,0.1,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.007957982018824e-09,2.007957982018824e-09,4.015915964037648e-09
0.06,0.1,13,0.06,0.1,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.43921069039514e-09,2.43921069039514e-09,4.87842138079028e-09
0.06,0.1,12,0.06,0.1,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.9883767987258182e-09,2.9883767987258182e-09,5.9767535974516364e-09
0.06,0.1,11,0.06,0.1,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.691478582534791e-09,3.691478582534791e-09,7.382957165069582e-09
0.06,0.1,10,0.06,0.1,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.594771506270098e-09,4.594771506270098e-09,9.189543012540195e-09
0.06,0.1,10,0.06,0.1,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.326792592073599e-09,4.326792592073599e-09,8.653585184147199e-09
0.06,0.1,9,0.06,0.1,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.426777150125995e-09,5.426777150125995e-09,1.085355430025199e-08
0.06,0.1,8,0.06,0.1,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.838808972475004e-09,6.838808972475004e-09,1.3677617944950008e-08
0.06,0.1,8,0.06,0.1,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.4559694352085914e-09,6.4559694352085914e-09,1.2911938870417181e-08
0.06,0.1,7,0.06,0.1,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,8.167079976348569e-09,8.167079976348569e-09,1.6334159952697138e-08
0.06,0.14,77,0.06,0.14,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.210193995519052e-12,3.210193995519052e-12,6.420387991038104e-12
0.06,0.14,52,0.06,0.14,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.0549602286309514e-11,2.0549602286309514e-11,4.109920457261903e-11
0.06,0.14,40,0.06,0.14,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.79311856881029e-11,6.79311856881029e-11,1.358623713762058e-10
0.06,0.14,32,0.06,0.14,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.8144197709711332e-10,1.8144197709711332e-10,3.628839541942267e-10
0.06,0.14,27,0.06,0.14,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.694778927490717e-10,3.694778927490717e-10,7.389557854981434e-10
0.06,0.14,23,0.06,0.14,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.041424712725178e-10,7.041424712725178e-10,1.4082849425450355e-09
0.06,0.14,20,0.06,0.14,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.1985484899537015e-09,1.1985484899537015e-09,2.397096979907403e-09
0.06,0.14,18,0.06,0.14,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.7348301647377086e-09,1.7348301647377086e-09,3.469660329475417e-09
0.06,0.14,16,0.06,0.14,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.5935290104124883e-09,2.5935290104124883e-09,5.1870580208249765e-09
0.06,0.14,14,0.06,0.14,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.015753339574968e-09,4.015753339574968e-09,8.031506679149935e-09
0.06,0.14,13,0.06,0.14,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.921056852243793e-09,4.921056852243793e-09,9.842113704487587e-09
0.06,0.14,12,0.06,0.14,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.092082049378246e-09,6.092082049378246e-09,1.2184164098756492e-08
0.06,0.14,11,0.06,0.14,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.619733763526478e-09,7.619733763526478e-09,1.5239467527052955e-08
0.06,0.14,10,0.06,0.14,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.62719951146352e-09,9.62719951146352e-09,1.925439902292704e-08
0.06,0.14,10,0.06,0.14,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.110874005465129e-09,9.110874005465129e-09,1.8221748010930257e-08
0.06,0.14,9,0.06,0.14,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.1644019142914924e-08,1.1644019142914924e-08,2.3288038285829847e-08
0.06,0.14,8,0.06,0.14,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.5010717329307686e-08,1.5010717329307686e-08,3.0021434658615366e-08
0.06,0.14,8,0.06,0.14,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.4266440481251493e-08,1.4266440481251493e-08,2.8532880962502986e-08
0.06,0.14,7,0.06,0.14,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.775098950791129e-08,1.775098950791129e-08,3.550197901582258e-08
0.06,0.18000000000000002,77,0.06,0.18000000000000002,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.231589319196002e-12,5.231589319196002e-12,1.0463178638392005e-11
0.06,0.18000000000000002,52,0.06,0.18000000000000002,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.35433538414261e-11,3.35433538414261e-11,6.70867076828522e-11
0.06,0.18000000000000002,40,0.06,0.18000000000000002,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.1113885968255727e-10,1.1113885968255727e-10,2.2227771936511449e-10
0.06,0.18000000000000002,32,0.06,0.18000000000000002,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.978452592927418e-10,2.978452592927418e-10,5.956905185854836e-10
0.06,0.18000000000000002,27,0.06,0.18000000000000002,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.089733218836572e-10,6.089733218836572e-10,1.2179466437673141e-09
0.06,0.18000000000000002,23,0.06,0.18000000000000002,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.166857439358301e-09,1.166857439358301e-09,2.333714878716602e-09
0.06,0.18000000000000002,20,0.06,0.18000000000000002,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.999101948564457e-09,1.999101948564457e-09,3.998203897128914e-09
0.06,0.18000000000000002,18,0.06,0.18000000000000002,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.9128116985051987e-09,2.9128116985051987e-09,5.8256233970103975e-09
0.06,0.18000000000000002,16,0.06,0.18000000000000002,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.393219464489021e-09,4.393219464489021e-09,8.786438928978042e-09
0.06,0.18000000000000002,14,0.06,0.18000000000000002,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.884564159164828e-09,6.884564159164828e-09,1.3769128318329656e-08
0.06,0.18000000000000002,13,0.06,0.18000000000000002,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,8.515047993105455e-09,8.515047993105455e-09,1.703009598621091e-08
0.06,0.18000000000000002,12,0.06,0.18000000000000002,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.065881941921812e-08,1.065881941921812e-08,2.131763883843624e-08
0.06,0.18000000000000002,11,0.06,0.18000000000000002,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3511060365549169e-08,1.3511060365549169e-08,2.702212073109833e-08
0.06,0.18000000000000002,10,0.06,0.18000000000000002,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.6235390623991422e-08,1.6235390623991422e-08,3.2470781247982845e-08
0.06,0.18000000000000002,10,0.06,0.18000000000000002,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.438277049971114e-08,1.438277049971114e-08,2.876554099942228e-08
0.06,0.18000000000000002,9,0.06,0.18000000000000002,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.7987783293872002e-08,1.7987783293872002e-08,3.5975566587744004e-08
0.06,0.18000000000000002,8,0.06,0.18000000000000002,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.177408905661176e-08,2.177408905661176e-08,4.354817811322352e-08
0.06,0.18000000000000002,8,0.06,0.18000000000000002,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.9907893580055082e-08,1.9907893580055082e-08,3.9815787160110164e-08
0.06,0.18000000000000002,7,0.06,0.18000000000000002,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.4052606965676737e-08,2.4052606965676737e-08,4.8105213931353474e-08
0.06,0.22000000000000006,77,0.06,0.22000000000000006,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.748930735191038e-12,7.748930735191038e-12,1.5497861470382076e-11
0.06,0.22000000000000006,52,0.06,0.22000000000000006,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.9775286075018465e-11,4.9775286075018465e-11,9.955057215003693e-11
0.06,0.22000000000000006,40,0.06,0.22000000000000006,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.653405809640436e-10,1.653405809640436e-10,3.306811619280872e-10
0.06,0.22000000000000006,32,0.06,0.22000000000000006,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.447351659561266e-10,4.447351659561266e-10,8.894703319122532e-10
0.06,0.22000000000000006,27,0.06,0.22000000000000006,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.132856491690608e-10,9.132856491690608e-10,1.8265712983381212e-09
0.06,0.22000000000000006,23,0.06,0.22000000000000006,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.7601271534831845e-09,1.7601271534831845e-09,3.520254306966369e-09
0.06,0.22000000000000006,20,0.06,0.22000000000000006,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.036451245977513e-09,3.036451245977513e-09,6.072902491955026e-09
0.06,0.22000000000000006,18,0.06,0.22000000000000006,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.455261076134913e-09,4.455261076134913e-09,8.910522152269825e-09
0.06,0.22000000000000006,16,0.06,0.22000000000000006,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.782632336481899e-09,6.782632336481899e-09,1.3565264672963798e-08
0.06,0.22000000000000006,14,0.06,0.22000000000000006,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.023146727798949e-08,1.023146727798949e-08,2.046293455597898e-08
0.06,0.22000000000000006,13,0.06,0.22000000000000006,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.175893819127843e-08,1.175893819127843e-08,2.351787638255686e-08
0.06,0.22000000000000006,12,0.06,0.22000000000000006,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3994156465297672e-08,1.3994156465297672e-08,2.7988312930595344e-08
0.06,0.22000000000000006,11,0.06,0.22000000000000006,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.6797171160459317e-08,1.6797171160459317e-08,3.3594342320918635e-08
0.06,0.22000000000000006,10,0.06,0.22000000000000006,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.0325227226816065e-08,2.0325227226816065e-08,4.065045445363213e-08
0.06,0.22000000000000006,10,0.06,0.22000000000000006,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.8004147110226714e-08,1.8004147110226714e-08,3.6008294220453435e-08
0.06,0.22000000000000006,9,0.06,0.22000000000000006,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.1856206791104867e-08,2.1856206791104867e-08,4.3712413582209735e-08
0.06,0.22000000000000006,8,0.06,0.22000000000000006,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.7844683471206517e-08,2.7844683471206517e-08,5.5689366942413033e-08
0.06,0.22000000000000006,8,0.06,0.22000000000000006,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.549801672400216e-08,2.549801672400216e-08,5.099603344800433e-08
0.06,0.22000000000000006,7,0.06,0.22000000000000006,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.1261645923915046e-08,3.1261645923915046e-08,6.252329184783009e-08
0.06,0.26,77,0.06,0.26,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.0765630056076677e-11,1.0765630056076677e-11,2.153126011215336e-11
0.06,0.26,52,0.06,0.26,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.929460222882034e-11,6.929460222882034e-11,1.385892044576407e-10
0.06,0.26,40,0.06,0.26,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.308186437440204e-10,2.308186437440204e-10,4.616372874880407e-10
0.06,0.26,32,0.06,0.26,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.233227754227914e-10,6.233227754227914e-10,1.2466455508455828e-09
0.06,0.26,27,0.06,0.26,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.285982504640297e-09,1.285982504640297e-09,2.571965009280594e-09
0.06,0.26,23,0.06,0.26,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.4936354195490103e-09,2.4936354195490103e-09,4.987270839098021e-09
0.06,0.26,20,0.06,0.26,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.159151021102539e-09,4.159151021102539e-09,8.318302042205078e-09
0.06,0.26,18,0.06,0.26,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.623961787366346e-09,5.623961787366346e-09,1.1247923574732693e-08
0.06,0.26,16,0.06,0.26,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,8.01891470171106e-09,8.01891470171106e-09,1.603782940342212e-08
0.06,0.26,14,0.06,0.26,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.1847354023652292e-08,1.1847354023652292e-08,2.3694708047304584e-08
0.06,0.26,13,0.06,0.26,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3626537125602815e-08,1.3626537125602815e-08,2.7253074251205636e-08
0.06,0.26,12,0.06,0.26,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.6260643680364694e-08,1.6260643680364694e-08,3.2521287360729395e-08
0.06,0.26,11,0.06,0.26,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.958774778476118e-08,1.958774778476118e-08,3.917549556952236e-08
0.06,0.26,10,0.06,0.26,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.3814795501037408e-08,2.3814795501037408e-08,4.7629591002074816e-08
0.06,0.26,10,0.06,0.26,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.187377304657912e-08,2.187377304657912e-08,4.374754609315824e-08
0.06,0.26,9,0.06,0.26,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.6809930623051923e-08,2.6809930623051923e-08,5.3619861246103846e-08
0.06,0.26,8,0.06,0.26,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.462773936678397e-08,3.462773936678397e-08,6.925547873356794e-08
0.06,0.26,8,0.06,0.26,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.175504926125703e-08,3.175504926125703e-08,6.351009852251406e-08
0.06,0.26,7,0.06,0.26,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.958120833176871e-08,3.958120833176871e-08,7.916241666353741e-08
0.06,0.30000000000000004,77,0.06,0.30000000000000004,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.4285459362546537e-11,1.4285459362546537e-11,2.8570918725093075e-11
0.06,0.30000000000000004,52,0.06,0.30000000000000004,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.215517706022874e-11,9.215517706022874e-11,1.8431035412045747e-10
0.06,0.30000000000000004,40,0.06,0.30000000000000004,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.0787993082229495e-10,3.0787993082229495e-10,6.157598616445899e-10
0.06,0.30000000000000004,32,0.06,0.30000000000000004,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,8.349201303762144e-10,8.349201303762144e-10,1.6698402607524287e-09
0.06,0.30000000000000004,27,0.06,0.30000000000000004,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.6131688218710764e-09,1.6131688218710764e-09,3.2263376437421528e-09
0.06,0.30000000000000004,23,0.06,0.30000000000000004,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.8549699642568674e-09,2.8549699642568674e-09,5.709939928513735e-09
0.06,0.30000000000000004,20,0.06,0.30000000000000004,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.575299228154725e-09,4.575299228154725e-09,9.15059845630945e-09
0.06,0.30000000000000004,18,0.06,0.30000000000000004,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.173552917719413e-09,6.173552917719413e-09,1.2347105835438826e-08
0.06,0.30000000000000004,16,0.06,0.30000000000000004,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,8.800077711244365e-09,8.800077711244365e-09,1.760015542248873e-08
0.06,0.30000000000000004,14,0.06,0.30000000000000004,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3391260957521418e-08,1.3391260957521418e-08,2.6782521915042842e-08
0.06,0.30000000000000004,13,0.06,0.30000000000000004,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.541139668969761e-08,1.541139668969761e-08,3.082279337939522e-08
0.06,0.30000000000000004,12,0.06,0.30000000000000004,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.8439488790563382e-08,1.8439488790563382e-08,3.6878977581126764e-08
0.06,0.30000000000000004,11,0.06,0.30000000000000004,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.3101403011501346e-08,2.3101403011501346e-08,4.620280602300269e-08
0.06,0.30000000000000004,10,0.06,0.30000000000000004,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.83076655792772e-08,2.83076655792772e-08,5.66153311585544e-08
0.06,0.30000000000000004,10,0.06,0.30000000000000004,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.499655013773371e-08,2.499655013773371e-08,4.999310027546742e-08
0.06,0.30000000000000004,9,0.06,0.30000000000000004,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.221775253060052e-08,3.221775253060052e-08,6.443550506120104e-08
0.06,0.30000000000000004,8,0.06,0.30000000000000004,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.223617573197615e-08,4.223617573197615e-08,8.44723514639523e-08
0.06,0.30000000000000004,8,0.06,0.30000000000000004,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.877871419519391e-08,3.877871419519391e-08,7.755742839038783e-08
0.06,0.30000000000000004,7,0.06,0.30000000000000004,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.1856979535789337e-08,5.1856979535789337e-08,1.0371395907157867e-07
0.06,0.34,77,0.06,0.34,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.8312411998133304e-11,1.8312411998133304e-11,3.662482399626661e-11
0.06,0.34,52,0.06,0.34,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.1841354523752802e-10,1.1841354523752802e-10,2.3682709047505604e-10
0.06,0.34,40,0.06,0.34,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.6757792808383417e-10,3.6757792808383417e-10,7.351558561676683e-10
0.06,0.34,32,0.06,0.34,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.039854234718837e-10,9.039854234718837e-10,1.8079708469437682e-09
0.06,0.34,27,0.06,0.34,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.7111283775331974e-09,1.7111283775331974e-09,3.4222567550663947e-09
0.06,0.34,23,0.06,0.34,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.0807060850371748e-09,3.0807060850371748e-09,6.16141217007435e-09
0.06,0.34,20,0.06,0.34,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.9293770774825325e-09,4.9293770774825325e-09,9.858754154965063e-09
0.06,0.34,18,0.06,0.34,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.8066705133381635e-09,6.8066705133381635e-09,1.3613341026676327e-08
0.06,0.34,16,0.06,0.34,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.717699911890086e-09,9.717699911890086e-09,1.9435399823780165e-08
0.06,0.34,14,0.06,0.34,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.4853431600894608e-08,1.4853431600894608e-08,2.9706863201789213e-08
0.06,0.34,13,0.06,0.34,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.7664379286479758e-08,1.7664379286479758e-08,3.5328758572959516e-08
0.06,0.34,12,0.06,0.34,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.124005051022084e-08,2.124005051022084e-08,4.248010102044168e-08
0.06,0.34,11,0.06,0.34,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.584021744775136e-08,2.584021744775136e-08,5.168043489550272e-08
0.06,0.34,10,0.06,0.34,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.3118007557903986e-08,3.3118007557903986e-08,6.623601511580799e-08
0.06,0.34,10,0.06,0.34,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.921812213153671e-08,2.921812213153671e-08,5.843624426307343e-08
0.06,0.34,9,0.06,0.34,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.8117903982622127e-08,3.8117903982622127e-08,7.623580796524428e-08
