Trace Width (Rx L mm),Trace Thickness (Rx L mm),Number of Turns (Rx L),Trace Width (Rx L+C mm),Trace Thickness (Rx L+C mm),Number of Turns (Rx L+C),Gap Between Segments (mm),Center Area Percentage,Capacitor Area Length (mm),Capacitor Area Width (mm),Rx Coil Area Length (mm),Rx Coil Area Width (mm),Tx Coil Area Length (mm),Tx Coil Area Width (mm),Mutual Inductance Segment L (H),Mutual Inductance Segment L+C (H),Final Mutual Inductance (H)
0.059999998658895486,0.10000000149011612,24,0.059999998658895486,0.10000000149011612,24,0.5,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,4.572525469370703e-09,4.572525469370703e-09,9.145050938741406e-09
0.059999998658895486,0.10000000149011612,22,0.059999998658895486,0.10000000149011612,22,0.550000011920929,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,6.548631859004672e-09,6.548631859004672e-09,1.3097263718009344e-08
0.059999998658895486,0.10000000149011612,21,0.059999998658895486,0.10000000149011612,21,0.5999999642372131,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,7.781719268962206e-09,7.781719268962206e-09,1.5563438537924412e-08
0.059999998658895486,0.10000000149011612,19,0.059999998658895486,0.10000000149011612,19,0.6499999761581421,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.1700675095482891e-08,1.1700675095482891e-08,2.3401350190965783e-08
0.059999998658895486,0.10000000149011612,18,0.059999998658895486,0.10000000149011612,18,0.699999988079071,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.428792817392832e-08,1.428792817392832e-08,2.8575856347856646e-08
0.059999998658895486,0.10000000149011612,17,0.059999998658895486,0.10000000149011612,17,0.75,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.7632501680964197e-08,1.7632501680964197e-08,3.526500336192839e-08
0.059999998658895486,0.10000000149011612,16,0.059999998658895486,0.10000000149011612,16,0.8000000119209291,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.200947868402636e-08,2.200947868402636e-08,4.4018957368052725e-08
0.059999998658895486,0.10000000149011612,15,0.059999998658895486,0.10000000149011612,15,0.8500000238418579,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.7814502701062335e-08,2.7814502701062335e-08,5.5629005402124676e-08
0.059999998658895486,0.10000000149011612,14,0.059999998658895486,0.10000000149011612,14,0.8999999761581421,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,3.5621354754766805e-08,3.5621354754766805e-08,7.124270950953361e-08
0.059999998658895486,0.10000000149011612,13,0.059999998658895486,0.10000000149011612,13,0.9499999880790709,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,4.628206440315808e-08,4.628206440315808e-08,9.256412880631617e-08
0.059999998658895486,0.14000000059604645,128,0.059999998658895486,0.14000000059604645,128,0.05000000074505806,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.8081775186455937e-12,2.8081775186455937e-12,5.616355037291188e-12
0.059999998658895486,0.14000000059604645,88,0.059999998658895486,0.14000000059604645,88,0.10000000149011612,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.1900928987017568e-11,2.1900928987017568e-11,4.3801857974035136e-11
0.059999998658895486,0.14000000059604645,67,0.059999998658895486,0.14000000059604645,67,0.15000000596046448,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,8.146753410764873e-11,8.146753410764873e-11,1.6293506821529746e-10
0.059999998658895486,0.14000000059604645,54,0.059999998658895486,0.14000000059604645,54,0.20000000298023224,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.2687345058169941e-10,2.2687345058169941e-10,4.5374690116339883e-10
0.059999998658895486,0.14000000059604645,45,0.059999998658895486,0.14000000059604645,45,0.25,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,5.324909402304456e-10,5.324909402304456e-10,1.0649818804608913e-09
0.059999998658895486,0.14000000059604645,38,0.059999998658895486,0.14000000059604645,38,0.30000001192092896,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.165209373432674e-09,1.165209373432674e-09,2.330418746865348e-09
0.059999998658895486,0.14000000059604645,34,0.059999998658895486,0.14000000059604645,34,0.3499999940395355,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.9163943765221347e-09,1.9163943765221347e-09,3.8327887530442695e-09
0.059999998658895486,0.14000000059604645,30,0.059999998658895486,0.14000000059604645,30,0.4000000059604645,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,3.3499769624967253e-09,3.3499769624967253e-09,6.699953924993451e-09
0.059999998658895486,0.14000000059604645,27,0.059999998658895486,0.14000000059604645,27,0.44999998807907104,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,5.30342481042112e-09,5.30342481042112e-09,1.060684962084224e-08
0.059999998658895486,0.14000000059604645,24,0.059999998658895486,0.14000000059604645,24,0.5,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,8.842323317992395e-09,8.842323317992395e-09,1.768464663598479e-08
0.059999998658895486,0.14000000059604645,22,0.059999998658895486,0.14000000059604645,22,0.550000011920929,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.2708348151591052e-08,1.2708348151591052e-08,2.5416696303182107e-08
0.059999998658895486,0.14000000059604645,21,0.059999998658895486,0.14000000059604645,21,0.5999999642372131,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.5136620845623838e-08,1.5136620845623838e-08,3.0273241691247676e-08
0.059999998658895486,0.14000000059604645,19,0.059999998658895486,0.14000000059604645,19,0.6499999761581421,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.206380145253206e-08,2.206380145253206e-08,4.412760290506412e-08
0.059999998658895486,0.14000000059604645,18,0.059999998658895486,0.14000000059604645,18,0.699999988079071,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.5028203509691597e-08,2.5028203509691597e-08,5.005640701938319e-08
0.059999998658895486,0.14000000059604645,17,0.059999998658895486,0.14000000059604645,17,0.75,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.97548066185982e-08,2.97548066185982e-08,5.9509613237196384e-08
0.059999998658895486,0.14000000059604645,16,0.059999998658895486,0.14000000059604645,16,0.8000000119209291,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,3.5719985191917665e-08,3.5719985191917665e-08,7.143997038383533e-08
0.059999998658895486,0.14000000059604645,15,0.059999998658895486,0.14000000059604645,15,0.8500000238418579,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,4.1356951641091655e-08,4.1356951641091655e-08,8.271390328218331e-08
0.059999998658895486,0.14000000059604645,14,0.059999998658895486,0.14000000059604645,14,0.8999999761581421,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,5.0634415771355634e-08,5.0634415771355634e-08,1.0126883154271127e-07
0.059999998658895486,0.14000000059604645,13,0.059999998658895486,0.14000000059604645,13,0.9499999880790709,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,6.273517527688456e-08,6.273517527688456e-08,1.2547035055376912e-07
0.059999998658895486,0.17999999225139618,128,0.059999998658895486,0.17999999225139618,128,0.05000000074505806,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,4.9316210837258004e-12,4.9316210837258004e-12,9.863242167451601e-12
0.059999998658895486,0.17999999225139618,88,0.059999998658895486,0.17999999225139618,88,0.10000000149011612,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,3.574478213419497e-11,3.574478213419497e-11,7.148956426838994e-11
0.059999998658895486,0.17999999225139618,67,0.059999998658895486,0.17999999225139618,67,0.15000000596046448,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.321259213149517e-10,1.321259213149517e-10,2.642518426299034e-10
0.059999998658895486,0.17999999225139618,54,0.059999998658895486,0.17999999225139618,54,0.20000000298023224,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,3.702513018399856e-10,3.702513018399856e-10,7.405026036799711e-10
0.059999998658895486,0.17999999225139618,45,0.059999998658895486,0.17999999225139618,45,0.25,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,8.711724119869757e-10,8.711724119869757e-10,1.7423448239739514e-09
0.059999998658895486,0.17999999225139618,38,0.059999998658895486,0.17999999225139618,38,0.30000001192092896,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.9068024936785832e-09,1.9068024936785832e-09,3.813604987357167e-09
0.059999998658895486,0.17999999225139618,34,0.059999998658895486,0.17999999225139618,34,0.3499999940395355,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,3.1387454857423336e-09,3.1387454857423336e-09,6.277490971484667e-09
0.059999998658895486,0.17999999225139618,30,0.059999998658895486,0.17999999225139618,30,0.4000000059604645,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,5.502037936366833e-09,5.502037936366833e-09,1.1004075872733665e-08
0.059999998658895486,0.17999999225139618,27,0.059999998658895486,0.17999999225139618,27,0.44999998807907104,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,8.249209315636108e-09,8.249209315636108e-09,1.6498418631272216e-08
0.059999998658895486,0.17999999225139618,24,0.059999998658895486,0.17999999225139618,24,0.5,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.2990457598505143e-08,1.2990457598505143e-08,2.5980915197010294e-08
0.059999998658895486,0.17999999225139618,22,0.059999998658895486,0.17999999225139618,22,0.550000011920929,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.6971842597968134e-08,1.6971842597968134e-08,3.394368519593627e-08
0.059999998658895486,0.17999999225139618,21,0.059999998658895486,0.17999999225139618,21,0.5999999642372131,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.8856864514305016e-08,1.8856864514305016e-08,3.7713729028610026e-08
0.059999998658895486,0.17999999225139618,19,0.059999998658895486,0.17999999225139618,19,0.6499999761581421,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.7514573730513806e-08,2.7514573730513806e-08,5.502914746102761e-08
0.059999998658895486,0.17999999225139618,18,0.059999998658895486,0.17999999225139618,18,0.699999988079071,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,3.1179979487205856e-08,3.1179979487205856e-08,6.235995897441171e-08
0.059999998658895486,0.17999999225139618,17,0.059999998658895486,0.17999999225139618,17,0.75,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,3.708710849537056e-08,3.708710849537056e-08,7.417421699074112e-08
0.059999998658895486,0.17999999225139618,16,0.059999998658895486,0.17999999225139618,16,0.8000000119209291,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,4.455618451970622e-08,4.455618451970622e-08,8.911236903941244e-08
0.059999998658895486,0.17999999225139618,15,0.059999998658895486,0.17999999225139618,15,0.8500000238418579,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,5.153495408194431e-08,5.153495408194431e-08,1.030699081638886e-07
0.059999998658895486,0.17999999225139618,14,0.059999998658895486,0.17999999225139618,14,0.8999999761581421,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,6.317407752476356e-08,6.317407752476356e-08,1.2634815504952712e-07
0.059999998658895486,0.17999999225139618,13,0.059999998658895486,0.17999999225139618,13,0.9499999880790709,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,8.282210472998487e-08,8.282210472998487e-08,1.6564420945996974e-07
0.059999998658895486,0.2199999988079071,128,0.059999998658895486,0.2199999988079071,128,0.05000000074505806,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,7.732378973224208e-12,7.732378973224208e-12,1.5464757946448415e-11
0.059999998658895486,0.2199999988079071,88,0.059999998658895486,0.2199999988079071,88,0.10000000149011612,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,5.323403523549429e-11,5.323403523549429e-11,1.0646807047098858e-10
0.059999998658895486,0.2199999988079071,67,0.059999998658895486,0.2199999988079071,67,0.15000000596046448,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.970083263191924e-10,1.970083263191924e-10,3.940166526383848e-10
0.059999998658895486,0.2199999988079071,54,0.059999998658895486,0.2199999988079071,54,0.20000000298023224,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,5.485455978337939e-10,5.485455978337939e-10,1.0970911956675875e-09
0.059999998658895486,0.2199999988079071,45,0.059999998658895486,0.2199999988079071,45,0.25,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.29009258831303e-09,1.29009258831303e-09,2.58018517662606e-09
0.059999998658895486,0.2199999988079071,38,0.059999998658895486,0.2199999988079071,38,0.30000001192092896,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.7088249421325372e-09,2.7088249421325372e-09,5.4176498842650744e-09
0.059999998658895486,0.2199999988079071,34,0.059999998658895486,0.2199999988079071,34,0.3499999940395355,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,4.0455665484273595e-09,4.0455665484273595e-09,8.091133096854719e-09
0.059999998658895486,0.2199999988079071,30,0.059999998658895486,0.2199999988079071,30,0.4000000059604645,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,6.545570752081176e-09,6.545570752081176e-09,1.3091141504162351e-08
0.059999998658895486,0.2199999988079071,27,0.059999998658895486,0.2199999988079071,27,0.44999998807907104,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,9.519897758991648e-09,9.519897758991648e-09,1.903979551798329e-08
0.059999998658895486,0.2199999988079071,24,0.059999998658895486,0.2199999988079071,24,0.5,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.4953947413687274e-08,1.4953947413687274e-08,2.9907894827374555e-08
0.059999998658895486,0.2199999988079071,22,0.059999998658895486,0.2199999988079071,22,0.550000011920929,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.0155649593789352e-08,2.0155649593789352e-08,4.0311299187578704e-08
0.059999998658895486,0.2199999988079071,21,0.059999998658895486,0.2199999988079071,21,0.5999999642372131,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.2363032314842712e-08,2.2363032314842712e-08,4.472606462968543e-08
0.059999998658895486,0.2199999988079071,19,0.059999998658895486,0.2199999988079071,19,0.6499999761581421,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,3.1377169307234e-08,3.1377169307234e-08,6.2754338614468e-08
0.059999998658895486,0.2199999988079071,18,0.059999998658895486,0.2199999988079071,18,0.699999988079071,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,3.6979105999535016e-08,3.6979105999535016e-08,7.395821199907003e-08
0.059999998658895486,0.2199999988079071,17,0.059999998658895486,0.2199999988079071,17,0.75,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,4.3999374810255176e-08,4.3999374810255176e-08,8.799874962051035e-08
0.059999998658895486,0.2199999988079071,16,0.059999998658895486,0.2199999988079071,16,0.8000000119209291,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,5.288970328365394e-08,5.288970328365394e-08,1.0577940656730786e-07
0.059999998658895486,0.2199999988079071,15,0.059999998658895486,0.2199999988079071,15,0.8500000238418579,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,6.429741006286348e-08,6.429741006286348e-08,1.2859482012572696e-07
0.059999998658895486,0.2199999988079071,14,0.059999998658895486,0.2199999988079071,14,0.8999999761581421,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,7.912877464377742e-08,7.912877464377742e-08,1.582575492875549e-07
0.059999998658895486,0.2199999988079071,13,0.059999998658895486,0.2199999988079071,13,0.9499999880790709,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,9.868411865454618e-08,9.868411865454618e-08,1.973682373090924e-07
0.059999998658895486,0.25999999046325684,128,0.059999998658895486,0.25999999046325684,128,0.05000000074505806,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.07427825316031e-11,1.07427825316031e-11,2.14855650632062e-11
0.059999998658895486,0.25999999046325684,88,0.059999998658895486,0.25999999046325684,88,0.10000000149011612,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,7.347930597312313e-11,7.347930597312313e-11,1.4695861194624626e-10
0.059999998658895486,0.25999999046325684,67,0.059999998658895486,0.25999999046325684,67,0.15000000596046448,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.72921379940172e-10,2.72921379940172e-10,5.458427598803439e-10
0.059999998658895486,0.25999999046325684,54,0.059999998658895486,0.25999999046325684,54,0.20000000298023224,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,7.042838534587759e-10,7.042838534587759e-10,1.4085677069175515e-09
0.059999998658895486,0.25999999046325684,45,0.059999998658895486,0.25999999046325684,45,0.25,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.4927996616620476e-09,1.4927996616620476e-09,2.985599323324095e-09
0.059999998658895486,0.25999999046325684,38,0.059999998658895486,0.25999999046325684,38,0.30000001192092896,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.9729829709168602e-09,2.9729829709168602e-09,5.9459659418337205e-09
0.059999998658895486,0.25999999046325684,34,0.059999998658895486,0.25999999046325684,34,0.3499999940395355,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,4.5365116108087014e-09,4.5365116108087014e-09,9.073023221617403e-09
0.059999998658895486,0.25999999046325684,30,0.059999998658895486,0.25999999046325684,30,0.4000000059604645,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,7.317840111653594e-09,7.317840111653594e-09,1.4635680223307189e-08
0.059999998658895486,0.25999999046325684,27,0.059999998658895486,0.25999999046325684,27,0.44999998807907104,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.059624565868944e-08,1.059624565868944e-08,2.119249131737888e-08
0.059999998658895486,0.25999999046325684,24,0.059999998658895486,0.25999999046325684,24,0.5,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.6607296871029575e-08,1.6607296871029575e-08,3.321459374205915e-08
0.059999998658895486,0.25999999046325684,22,0.059999998658895486,0.25999999046325684,22,0.550000011920929,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.2307006020128032e-08,2.2307006020128032e-08,4.4614012040256064e-08
0.059999998658895486,0.25999999046325684,21,0.059999998658895486,0.25999999046325684,21,0.5999999642372131,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,2.565446344249267e-08,2.565446344249267e-08,5.130892688498534e-08
0.059999998658895486,0.25999999046325684,19,0.059999998658895486,0.25999999046325684,19,0.6499999761581421,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,3.5974217382772615e-08,3.5974217382772615e-08,7.194843476554523e-08
0.059999998658895486,0.25999999046325684,18,0.059999998658895486,0.25999999046325684,18,0.699999988079071,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,4.240137485567175e-08,4.240137485567175e-08,8.48027497113435e-08
0.059999998658895486,0.25999999046325684,17,0.059999998658895486,0.25999999046325684,17,0.75,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,5.045349382726272e-08,5.045349382726272e-08,1.0090698765452544e-07
0.059999998658895486,0.25999999046325684,16,0.059999998658895486,0.25999999046325684,16,0.8000000119209291,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,6.067277524834934e-08,6.067277524834934e-08,1.2134555049669868e-07
0.059999998658895486,0.25999999046325684,15,0.059999998658895486,0.25999999046325684,15,0.8500000238418579,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,7.379762934078826e-08,7.379762934078826e-08,1.4759525868157652e-07
0.059999998658895486,0.25999999046325684,14,0.059999998658895486,0.25999999046325684,14,0.8999999761581421,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,9.089900743219914e-08,9.089900743219914e-08,1.8179801486439828e-07
0.059999998658895486,0.25999999046325684,13,0.059999998658895486,0.25999999046325684,13,0.9499999880790709,0.15000000596046448,5.001,3.9915,28.339,22.6185,141.695,113.0925,1.135091380888298e-07,1.135091380888298e-07,2.270182761776596e-07
